MLSNumber,Address,Status,SoldPrice,OriginalPrice,CurrentPrice,Last List Price,DOM,PMP,ListDate,StatusDate,Agreement of Sale/Signed Lease Date,SettledDate,Concessions YN,Concessions Remarks,SellerConcessionsAmount,FinalFinancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002562,5 Chiming Rd,Closed,"$305,000 ","$310,000 ","$305,000 ","$299,900 ",12,12,8/18/21,9/30/21,8/30/21,9/30/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002398,225 Gordy Pl,Closed,"$305,000 ","$299,900 ","$299,900 ",,8,8,7/19/21,9/3/21,7/21/21,9/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527838,164 N Katrin Cir,Closed,"$305,000 ","$299,900 ","$305,000 ","$310,000 ",7,7,5/29/21,7/29/21,6/4/21,7/19/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524154,3 Hardy Rd,Closed,"$305,000 ","$285,000 ","$305,000 ","$285,000 ",4,4,4/10/21,6/4/21,4/13/21,6/3/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507100,27 Saratoga Dr,Closed,"$305,000 ","$290,000 ","$299,000 ","$295,000 ",9,9,9/21/20,7/15/21,5/5/21,7/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2022076,116 Bellanca Ln,Closed,"$305,100 ","$259,900 ","$305,100 ","$259,900 ",7,7,4/22/22,5/19/22,4/27/22,5/19/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003478,18 Hewlett Ave,Closed,"$309,900 ","$309,900 ","$309,900 ","$299,900 ",23,23,7/27/21,9/28/21,8/18/21,9/27/21,Yes,,"$2,500 ",FHA203b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019122,84 Commonwealth Blvd,Closed,"$310,000 ","$300,000 ","$310,000 ","$300,000 ",8,8,3/12/22,4/22/22,3/18/22,4/22/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019142,207 Baldt Ave,Closed,"$310,000 ","$309,900 ","$299,900 ","$309,900 ",23,23,3/7/22,5/6/22,3/30/22,5/6/22,Yes,,"$14,150 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013152,25 E Edinburgh Dr,Closed,"$310,000 ","$284,900 ","$284,900 ",,23,23,12/20/21,2/10/22,1/11/22,2/10/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011202,49 Stockton Dr,Closed,"$310,000 ","$299,500 ","$310,000 ","$299,500 ",5,5,11/30/21,1/6/22,12/3/21,1/6/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007926,108 Griffith Dr,Closed,"$310,000 ","$309,900 ","$309,900 ",,4,4,9/27/21,11/15/21,10/1/21,11/12/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005382,33 S Independence Blvd,Closed,"$310,000 ","$289,000 ","$310,000 ","$289,000 ",5,5,8/19/21,9/29/21,8/23/21,9/28/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003968,212 Park Ave,Closed,"$310,000 ","$315,000 ","$315,000 ",,7,7,8/3/21,9/13/21,8/8/21,9/13/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525158,76 N Lunenburg Dr,Closed,"$310,000 ","$285,000 ","$285,000 ",,12,12,4/23/21,6/23/21,5/4/21,6/22/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010928,10 Catherine St,Closed,"$311,000 ","$309,900 ","$311,000 ","$309,900 ",1,4,11/21/21,12/22/21,11/21/21,12/22/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000467,7 Palmetto Cir,Closed,"$311,000 ","$299,000 ","$299,000 ",,8,8,10/11/21,11/19/21,10/18/21,11/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011068,27 Michie Rd,Closed,"$312,500 ","$324,900 ","$319,900 ","$324,900 ",16,16,11/24/21,1/18/22,12/9/21,1/14/22,Yes,,"$2,000 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007974,28 Michie Rd,Closed,"$314,000 ","$300,000 ","$314,000 ","$315,000 ",5,5,9/26/21,11/19/21,9/30/21,11/19/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2016968,9 Tara Dr,Closed,"$314,023 ","$289,900 ","$289,900 ",,6,6,2/9/22,3/18/22,2/14/22,3/18/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019224,9 Betts Ave,Closed,"$315,000 ","$300,000 ","$300,000 ",,21,92,3/10/22,6/7/22,3/28/22,5/27/22,Yes,,"$2,850 ",FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2009000,116 Llangollen Blvd,Closed,"$315,000 ","$300,000 ","$300,000 ",,6,6,10/28/21,12/14/21,11/2/21,12/14/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000367,3 Calwell Dr,Closed,"$315,000 ","$295,000 ","$325,000 ","$295,000 ",6,6,10/13/21,11/28/21,10/17/21,11/19/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008202,131 Somers Ave.,Closed,"$315,000 ","$320,000 ","$315,000 ","$320,000 ",26,26,10/8/21,12/17/21,11/1/21,12/16/21,Yes,,"$3,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526356,16 Tatlow Ln,Closed,"$315,000 ","$299,900 ","$299,900 ",,5,5,8/27/21,10/8/21,8/31/21,9/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004926,107 N Katrin Cir,Closed,"$315,000 ","$299,900 ","$315,000 ","$299,900 ",4,4,8/14/21,9/30/21,8/17/21,9/30/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004796,14 Edgewood Ave,Closed,"$315,000 ","$299,900 ","$299,900 ",,5,5,8/12/21,9/28/21,8/15/21,9/22/21,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528746,12 Darlington Rd,Closed,"$315,000 ","$285,000 ","$285,000 ",,4,4,6/18/21,7/26/21,6/21/21,7/26/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528684,2 Grady Ln,Closed,"$315,000 ","$289,900 ","$289,900 ",,6,6,6/15/21,7/30/21,6/20/21,7/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525736,301 Llangollen Blvd,Closed,"$315,000 ","$315,000 ","$315,000 ",,1,1,5/1/21,6/15/21,5/1/21,6/15/21,Yes,,"$3,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521320,174 E 4th St,Closed,"$315,000 ","$334,900 ","$334,900 ",,60,60,2/24/21,6/25/21,4/21/21,6/25/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523074,20 N Booth Dr,Closed,"$315,001 ","$295,000 ","$295,000 ",,5,5,3/25/21,7/7/21,3/30/21,7/7/21,Yes,,"$2,500 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018456,39 Commonwealth Blvd,Closed,"$317,000 ","$299,000 ","$299,000 ",,5,5,3/3/22,4/13/22,3/7/22,4/13/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524960,6 Altoona Ave,Closed,"$318,000 ","$280,000 ","$318,000 ","$280,000 ",5,5,5/20/21,7/2/21,5/24/21,7/2/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524752,6 Smallwood Ln,Closed,"$319,500 ","$279,000 ","$279,000 ",,6,6,4/23/21,6/11/21,4/28/21,6/9/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526786,61 University Ave,Closed,"$319,900 ","$349,900 ","$324,900 ","$349,900 ",50,50,5/21/21,8/19/21,7/8/21,8/18/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020482,7 Abson Dr,Closed,"$320,000 ","$309,900 ","$309,900 ",,6,6,3/31/22,5/5/22,4/5/22,5/2/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017934,5 N Independence Blvd,Closed,"$320,000 ","$299,900 ","$299,900 ",,5,5,2/18/22,3/25/22,2/22/22,3/25/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017114,33 E Bellamy Dr,Closed,"$320,000 ","$299,900 ","$320,000 ","$299,900 ",7,7,2/7/22,3/10/22,2/14/22,3/10/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2015990,34 Raleigh Ct,Closed,"$320,000 ","$289,900 ","$289,900 ",,10,10,1/26/22,3/2/22,2/4/22,3/2/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2013100,348 E Roosevelt Ave,Closed,"$320,000 ","$305,000 ","$325,000 ","$305,000 ",8,8,12/23/21,2/2/22,12/30/21,2/1/22,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012434,38 E Edinburgh Dr,Closed,"$320,000 ","$330,000 ","$320,000 ","$330,000 ",7,7,12/15/21,2/7/22,12/20/21,2/7/22,Yes,,$1 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007444,202 Llangollen Blvd,Closed,"$320,000 ","$299,900 ","$299,900 ",,3,3,9/20/21,10/29/21,9/22/21,10/25/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004696,206 Dudley Pl,Closed,"$320,000 ","$315,000 ","$315,000 ",,9,9,8/15/21,10/7/21,8/25/21,10/7/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003784,6 Terry Ct,Closed,"$320,000 ","$325,000 ","$325,000 ",,7,7,7/30/21,9/24/21,8/9/21,9/23/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524900,12 Edgewood Ave,Closed,"$320,000 ","$300,000 ","$300,000 ",,4,4,4/23/21,6/15/21,4/24/21,6/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524100,114 Layton Dr,Closed,"$320,000 ","$312,900 ","$312,900 ",,4,4,4/9/21,6/28/21,4/12/21,6/28/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018678,18 Monticello Blvd,Closed,"$322,000 ","$285,000 ","$285,000 ",,8,8,3/2/22,5/4/22,3/9/22,4/26/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528872,2 Victorian Ct,Closed,"$322,500 ","$314,900 ","$314,900 ",,3,3,6/13/21,9/10/21,6/17/21,9/10/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018944,24 Saratoga Dr,Closed,"$323,000 ","$300,000 ","$325,000 ","$300,000 ",4,4,3/12/22,4/24/22,3/13/22,4/22/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524134,1 S Purdue Ave,Closed,"$324,900 ","$324,900 ","$324,900 ",,20,20,4/16/21,7/26/21,6/5/21,7/26/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019316,110 Prangs Ln,Closed,"$325,000 ","$274,900 ","$274,900 ",,6,6,3/10/22,4/14/22,3/14/22,4/14/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018604,18 S Lunenburg Dr,Closed,"$325,000 ","$285,000 ","$285,000 ",,3,3,3/6/22,4/7/22,3/8/22,4/7/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018158,435-A Moores Ln,Closed,"$325,000 ","$325,000 ","$325,000 ",,3,3,2/26/22,3/30/22,2/28/22,3/28/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012920,45 Cherry Rd,Closed,"$325,000 ","$289,900 ","$289,900 ",,7,7,12/17/21,2/7/22,12/23/21,1/21/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2011972,13 Marlin Ct,Closed,"$325,000 ","$312,500 ","$330,000 ","$312,500 ",8,8,12/7/21,2/25/22,1/6/22,2/25/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010086,24 Constitution Blvd,Closed,"$325,000 ","$279,900 ","$330,000 ","$279,900 ",5,5,11/18/21,12/22/21,11/22/21,12/22/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000529,142 E 2nd St,Closed,"$325,000 ","$325,000 ","$325,000 ",,9,9,10/12/21,11/10/21,10/20/21,11/10/21,Yes,,"$2,650 ",Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008182,22 Tuckahoe Rd,Closed,"$325,000 ","$290,900 ","$325,000 ","$290,900 ",6,6,9/29/21,11/7/21,10/4/21,11/5/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007130,46 Betts Ave,Closed,"$325,000 ","$299,900 ","$325,000 ","$299,900 ",3,3,9/16/21,10/22/21,9/18/21,10/22/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006082,626 Country Path Dr,Closed,"$325,000 ","$309,900 ","$309,900 ",,7,7,8/30/21,10/22/21,9/4/21,10/22/21,No,buyers giving seller 6500 for transfer taxes,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2003986,725 Staghorn Dr,Closed,"$325,000 ","$320,000 ","$320,000 ",,7,13,8/3/21,9/13/21,8/8/21,9/10/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002992,512 Mason Dr,Closed,"$325,000 ","$299,900 ","$299,900 ",,9,9,7/20/21,9/3/21,7/29/21,9/3/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000528,140 E 3rd St,Closed,"$325,000 ","$350,000 ","$350,000 ",,61,61,6/25/21,10/9/21,8/23/21,10/8/21,Yes,,"$14,250 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004012,100 Morrison Rd,Closed,"$326,000 ","$320,000 ","$340,000 ","$320,000 ",5,5,8/16/21,11/2/21,8/19/21,10/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002882,113 Alston Ct,Closed,"$327,000 ","$299,900 ","$299,900 ",,8,8,7/28/21,9/17/21,8/3/21,9/17/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526148,201 Gordy Pl,Closed,"$329,000 ","$329,900 ","$329,900 ",,6,6,5/6/21,6/29/21,5/11/21,6/29/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007514,110 W 7th St,Closed,"$329,400 ","$369,000 ","$354,900 ","$369,000 ",21,21,9/20/21,11/24/21,10/11/21,11/24/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526076,113 Sugarberry Dr,Closed,"$329,410 ","$299,999 ","$330,000 ","$299,999 ",7,7,5/13/21,6/17/21,5/19/21,6/16/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020904,213 Southerland Dr,Closed,"$330,000 ","$299,000 ","$299,000 ",,4,4,4/9/22,5/31/22,4/12/22,5/31/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020088,4 Tavernier Dr,Closed,"$330,000 ","$325,000 ","$325,000 ",,5,5,3/22/22,4/29/22,3/26/22,4/29/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019586,105 Werden Dr,Closed,"$330,000 ","$299,000 ","$299,000 ",,5,5,3/16/22,4/15/22,3/20/22,4/15/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019062,208 Moore Ave,Closed,"$330,000 ","$345,000 ","$345,000 ",,1,1,3/7/22,6/6/22,3/7/22,4/29/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017422,21 N Booth Dr,Closed,"$330,000 ","$329,900 ","$329,900 ",,3,3,2/10/22,3/14/22,2/12/22,3/11/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000741,3 Chiming Rd,Closed,"$330,000 ","$299,000 ","$330,000 ","$299,000 ",9,9,11/1/21,12/27/21,11/9/21,12/21/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006760,119 Sugarberry Dr,Closed,"$330,000 ","$310,000 ","$330,000 ","$310,000 ",5,5,9/10/21,10/21/21,9/15/21,10/21/21,Yes,,"$1,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006524,39 Scottie Ln,Closed,"$330,000 ","$335,000 ","$335,000 ",,19,61,9/6/21,10/28/21,9/20/21,10/28/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000544,138 Sugarberry Dr,Closed,"$330,000 ","$325,000 ","$325,000 ",,3,3,7/2/21,8/18/21,7/4/21,8/17/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526916,104 Baldt Ave,Closed,"$330,000 ","$310,000 ","$330,000 ","$310,000 ",6,6,5/20/21,7/19/21,6/28/21,7/19/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006024,3 E Sussex Pl,Closed,"$330,900 ","$314,900 ","$314,900 ",,7,7,9/1/21,10/18/21,9/7/21,10/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2020134,19 Valley Forge Rd,Closed,"$335,000 ","$310,000 ","$335,000 ","$310,000 ",14,14,3/23/22,5/10/22,4/5/22,5/9/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019810,140 Edinburgh Dr,Closed,"$335,000 ","$300,000 ","$300,000 ",,6,6,3/19/22,5/2/22,3/24/22,5/2/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2005728,39 Yale Ave,Closed,"$335,000 ","$330,000 ","$335,000 ","$330,000 ",3,16,8/25/21,10/8/21,8/27/21,10/8/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528068,754 Staghorn Dr,Closed,"$335,000 ","$320,000 ","$320,000 ",,6,6,6/2/21,7/19/21,6/7/21,7/16/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018278,126 Landers Spur,Closed,"$339,900 ","$349,900 ","$339,900 ","$349,900 ",24,24,2/24/22,5/17/22,4/15/22,5/17/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010634,74 Valley Forge Rd,Closed,"$340,000 ","$309,000 ","$340,000 ","$309,000 ",6,6,11/26/21,1/14/22,11/30/21,1/14/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008136,116 Lorraine Dr,Closed,"$340,000 ","$340,000 ","$340,000 ",,1,1,9/27/21,12/15/21,9/28/21,12/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002880,3 Silsbee Rd,Closed,"$340,000 ","$325,000 ","$325,000 ",,7,7,7/20/21,8/26/21,7/26/21,8/23/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002228,8 Marlin Ct,Closed,"$340,000 ","$300,000 ","$300,000 ",,3,3,7/13/21,9/14/21,7/15/21,9/14/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525850,46 Charles Dr,Closed,"$340,000 ","$325,000 ","$325,000 ",,3,3,5/5/21,6/11/21,5/7/21,6/11/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2012262,331 S Booth Dr,Closed,"$340,700 ","$329,000 ","$329,000 ",,4,4,12/10/21,3/3/22,12/12/21,3/2/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007988,5 Peachleaf Trl,Closed,"$342,500 ","$339,000 ","$339,000 ",,10,10,10/4/21,11/11/21,10/13/21,11/5/21,Yes,Settlement assistance from seller to buyer,"$1,500 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526540,101 Swedes St,Closed,"$345,000 ","$330,000 ","$350,000 ","$345,000 ",5,5,5/15/21,7/20/21,6/6/21,7/20/21,No,,,FHA203b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2006162,116 Callow Pl,Closed,"$346,000 ","$329,900 ","$329,900 ",,5,5,9/5/21,10/15/21,9/15/21,10/15/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2004736,207 Natalia Dr,Closed,"$346,000 ","$334,900 ","$334,900 ",,6,6,8/14/21,9/21/21,8/20/21,9/20/21,Yes,,$500 ,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527764,203 W University Ave,Closed,"$346,900 ","$299,000 ","$299,000 ",,6,6,6/4/21,8/2/21,6/9/21,7/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC525520,243 Shetland Dr,Closed,"$348,000 ","$300,000 ","$300,000 ",,5,5,4/29/21,8/27/21,5/3/21,8/27/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010934,47 Valley Forge Rd,Closed,"$349,900 ","$339,900 ","$339,900 ",,3,3,11/23/21,1/14/22,11/25/21,1/14/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007910,409 Wooddale Ave,Closed,"$349,999 ","$349,999 ","$349,999 ",,27,27,9/30/21,12/28/21,10/24/21,11/30/21,No,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2019820,27 Queen,Closed,"$350,000 ","$335,000 ","$335,000 ",,5,5,3/18/22,4/22/22,3/22/22,4/22/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2016168,133 Sugarberry Dr,Closed,"$350,000 ","$315,000 ","$315,000 ",,3,3,1/30/22,3/18/22,2/1/22,3/18/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010012,117 Layton Dr,Closed,"$350,000 ","$344,900 ","$344,900 ",,11,11,11/5/21,12/15/21,11/12/21,12/14/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008938,513 Mason Dr,Closed,"$350,000 ","$299,900 ","$350,000 ","$299,900 ",5,5,10/27/21,11/17/21,10/31/21,11/17/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008780,19 Colesbery Dr,Closed,"$350,000 ","$369,900 ","$349,900 ","$359,900 ",10,10,10/19/21,11/13/21,10/28/21,11/12/21,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000515,112 Llangollen Blvd,Closed,"$350,000 ","$349,999 ","$355,000 ","$349,999 ",33,33,10/15/21,4/6/22,3/8/22,4/5/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000355,239 Romeo Dr,Closed,"$350,000 ","$349,999 ","$349,999 ",,3,3,10/14/21,12/15/21,10/15/21,12/15/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2002030,4 Fols Crescent Ave,Closed,"$350,000 ","$330,000 ","$330,000 ",,5,5,7/21/21,9/30/21,7/25/21,9/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC528720,320 Llangollen Blvd,Closed,"$350,000 ","$329,900 ","$329,900 ",,5,5,7/15/21,8/30/21,7/19/21,8/30/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC526430,23 Grady Ln,Closed,"$350,000 ","$339,990 ","$339,990 ",,7,7,5/13/21,7/30/21,7/3/21,7/30/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2015384,347 Hackberry Dr,Closed,"$351,000 ","$325,000 ","$325,000 ",,6,6,1/25/22,3/8/22,2/2/22,3/7/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2015174,553 Mason Dr,Closed,"$351,000 ","$335,000 ","$335,000 ",,4,4,1/29/22,3/8/22,2/1/22,3/4/22,No,,,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2008408,64 E Violette Dr,Closed,"$355,000 ","$360,000 ","$360,000 ",,14,14,10/1/21,11/15/21,10/13/21,11/12/21,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2007562,134 E 3rd St,Closed,"$355,000 ","$355,000 ","$355,000 ",,2,2,9/26/21,11/8/21,9/27/21,11/8/21,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2018882,18 Hodgkins Pl,Closed,"$358,000 ","$325,000 ","$325,000 ",,6,6,3/4/22,4/13/22,3/8/22,4/13/22,No,,,Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2017630,229 Romeo Dr,Closed,"$360,000 ","$325,000 ","$370,000 ","$325,000 ",7,7,2/23/22,4/25/22,3/1/22,4/21/22,No,,,FHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2010712,423 Llangollen Blvd,Closed,"$360,000 ","$339,999 ","$339,999 ",,2,2,11/19/21,12/23/21,11/20/21,12/23/21,Yes,,"$5,000 ",Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
