MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC500218,4.0,325000.0,5,2020,19711,Christina,3409,0.32,Deacons Walk,Mill Creek Hundred,158,True,15200,67300,Residential,1971,4.0,3.0,Yes,Yes,2025.0,0.0,No,Yes,Yes,1971.0,FeeSimple,Detached,2025.0,"Lower1,Main,Upper1",Less than 2 months
DENC508272,4.0,289900.0,9,2020,19711,Christina,2549,0.22,Windy Hills,White Clay Creek Hundred,22,True,12100,49600,Residential,1957,3.0,2.0,Yes,No,2125.0,1417.0,No,Yes,No,1957.0,FeeSimple,Detached,3542.0,"Lower1,Main,Upper1",Less than 2 months
DENC520390,3.0,329900.0,2,2021,19711,Christina,3491,0.15,Millrace,Mill Creek Hundred,222,True,11100,73400,Residential,1987,3.0,3.0,Yes,Yes,2150.0,0.0,No,Yes,No,1987.0,FeeSimple,Detached,2150.0,"Main,Upper1",Less than 2 months
DENC517480,1.0,325000.0,11,2020,19711,Red Clay Consolidated,9229,5.0,Hillstream,Mill Creek Hundred,33,False,45000,234800,Residential,1985,6.0,5.0,Yes,Yes,4900.0,0.0,No,Yes,No,1985.0,FeeSimple,Detached,4900.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC516816,5.0,315000.0,11,2020,19711,Christina,2744,0.29,Windy Hills,White Clay Creek Hundred,42,True,12100,54300,Residential,1963,4.0,3.0,Yes,Yes,1650.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1650.0,"Main,Upper1",Less than 2 months
DENC503902,5.0,325000.0,6,2020,19711,Christina,3781,0.32,Fairfield,Newark City,47,True,13300,73600,Residential,1967,4.0,3.0,Yes,Yes,2100.0,1097.0,No,Yes,No,1967.0,FeeSimple,Detached,3197.0,"Main,Upper1",Less than 2 months
DENC495742,4.0,323000.0,3,2020,19711,Christina,3595,0.24,Chapel Hill,Mill Creek Hundred,21,True,15800,71200,Residential,1968,4.0,4.0,Yes,Yes,2650.0,736.0,No,Yes,Yes,1968.0,FeeSimple,Detached,3386.0,"Lower1,Main",Less than 2 months
DENC524712,4.0,300000.0,4,2021,19711,Christina,2587,0.16,Windy Hills,White Clay Creek Hundred,86,True,11100,51500,Residential,1963,3.0,3.0,Yes,Yes,1825.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1825.0,"Main,Upper1",Less than 2 months
DENC520818,5.0,289900.0,2,2021,19711,Red Clay Consolidated,950,0.16,Meadowood,Mill Creek Hundred,263,True,11100,49700,Residential,1960,4.0,2.0,Yes,Yes,1850.0,615.0,No,Yes,No,1960.0,FeeSimple,Detached,2465.0,"Lower1,Main,Upper1",Less than 2 months
DENC517392,4.0,325000.0,12,2020,19711,Christina,3434,0.21,Deacons Walk,Mill Creek Hundred,112,True,14200,68900,Residential,1972,5.0,3.0,Yes,Yes,1860.0,1395.0,No,Yes,No,1972.0,FeeSimple,Detached,3255.0,"Lower1,Main",Less than 2 months
DENC503870,6.0,322000.0,6,2020,19711,Christina,3058,0.25,West Meadow,Mill Creek Hundred,28,True,15100,58900,Residential,1967,4.0,3.0,Yes,Yes,2075.0,0.0,No,Yes,Yes,1969.0,FeeSimple,Detached,2075.0,"Main,Upper1",Less than 2 months
DENC521962,4.0,314900.0,3,2021,19711,Red Clay Consolidated,2108,0.21,Meadowood,Mill Creek Hundred,58,True,11500,52400,Residential,1962,5.0,2.0,Yes,No,1950.0,651.0,No,Yes,No,1962.0,FeeSimple,Detached,2601.0,"Lower1,Main,Upper1",Less than 2 months
DENC513116,6.0,300000.0,11,2020,19711,Christina,3081,0.18,Elan,Newark City,17,False,13800,57000,Residential,1972,4.0,4.0,Yes,Yes,2625.0,1685.0,No,Yes,No,1972.0,FeeSimple,Detached,4310.0,"Lower1,Lower2,Main",Less than 2 months
DENC510648,6.0,314900.0,10,2020,19711,Christina,3450,0.28,Chapel Hill,Mill Creek Hundred,44,True,16100,67400,Residential,1965,4.0,3.0,Yes,Yes,2200.0,0.0,No,Yes,Yes,1965.0,FeeSimple,Detached,2200.0,"Main,Upper1",Less than 2 months
DENC510208,4.0,310000.0,10,2020,19711,Christina,3082,0.25,West Meadow,Mill Creek Hundred,29,True,15100,59500,Residential,1968,4.0,3.0,Yes,Yes,1725.0,0.0,No,Yes,Yes,1968.0,FeeSimple,Detached,1725.0,"Main,Upper1",Less than 2 months
DENC505776,12.0,345000.0,8,2020,19711,Christina,2963,0.2,Cherry Hill,Newark City,35,True,12300,55800,Residential,1964,5.0,2.0,Yes,No,1850.0,0.0,No,Yes,No,1964.0,FeeSimple,Detached,1850.0,"Main,Upper1",Less than 2 months
DENC509294,11.0,345000.0,10,2020,19711,Christina,4073,0.54,Fairfield,Newark City,100,True,14600,79000,Residential,1978,4.0,3.0,Yes,Yes,2125.0,0.0,No,Yes,No,1978.0,FeeSimple,Detached,2125.0,"Lower1,Main,Upper1",Less than 2 months
DENC506008,7.0,319900.0,7,2020,19711,Christina,4286,0.15,Abbotsford,Newark City,69,True,12200,86300,Residential,1995,4.0,3.0,Yes,Yes,2975.0,500.0,No,Yes,Yes,1995.0,FeeSimple,Detached,3475.0,"Main,Upper1",Less than 2 months
DENC502984,5.0,329900.0,6,2020,19711,Christina,4078,0.23,Chapel Hill,Mill Creek Hundred,7,True,15000,83700,Residential,1967,4.0,3.0,Yes,Yes,2075.0,0.0,Yes,Yes,No,1967.0,FeeSimple,Detached,2075.0,"Lower1,Lower2,Lower3,Main,Upper1,Upper2,Upper3",Less than 2 months
DENC521218,9.0,335000.0,2,2021,19711,Christina,3231,0.25,Chapel Hill,Mill Creek Hundred,5,True,15900,62300,Residential,1966,4.0,3.0,Yes,Yes,1875.0,0.0,No,Yes,Yes,1966.0,FeeSimple,Detached,1875.0,"Lower1,Main,Upper1",Less than 2 months
DENC504040,25.0,339500.0,8,2020,19711,Christina,3830,0.26,Drummond Hill,Mill Creek Hundred,89,True,17300,75400,Residential,1970,4.0,3.0,Yes,Yes,2275.0,0.0,No,Yes,No,1970.0,FeeSimple,Detached,2275.0,"Main,Upper1",Less than 2 months
DENC521262,1.0,339000.0,2,2021,19711,Christina,3475,0.34,Drummond Hill,Mill Creek Hundred,76,True,18200,65900,Residential,1969,3.0,3.0,Yes,Yes,1925.0,0.0,No,Yes,No,1969.0,FeeSimple,Detached,1925.0,Main,Less than 2 months
DENC520474,20.0,329900.0,2,2021,19711,Christina,3233,0.18,Cherry Hill,Newark City,104,True,12200,62100,Residential,1964,5.0,3.0,Yes,No,2050.0,0.0,No,Yes,No,1964.0,FeeSimple,Detached,2050.0,"Main,Upper1",Less than 2 months
DENC511698,10.0,389900.0,11,2020,19711,Christina,4607,1.04,Christine Manor,White Clay Creek Hundred,15,True,21700,89800,Residential,1960,3.0,2.0,Yes,Yes,1925.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,1925.0,"Main,Upper1",Less than 2 months
DENC511554,4.0,350000.0,10,2020,19711,Christina,3163,0.27,Woodmere,Newark City,35,False,13900,58800,Residential,1966,5.0,3.0,Yes,Yes,2025.0,0.0,No,No,No,1966.0,FeeSimple,Detached,2025.0,Main,Less than 2 months
DENC507562,18.0,334900.0,8,2020,19711,Christina,3516,0.15,Millrace,Mill Creek Hundred,220,True,11100,74000,Residential,1987,4.0,3.0,Yes,Yes,2225.0,1500.0,No,Yes,No,1987.0,FeeSimple,Detached,3725.0,"Lower1,Main,Upper1",Less than 2 months
DENC524548,9.0,325000.0,4,2021,19711,Christina,3384,0.17,Clearview Ridge,Mill Creek Hundred,177,True,10700,71200,Residential,1989,3.0,3.0,Yes,Yes,1750.0,800.0,No,No,Yes,1989.0,FeeSimple,End of Row/Townhouse,2550.0,"Main,Upper1",Less than 2 months
DENC500168,64.0,399900.0,5,2020,19711,Christina,4373,0.34,Oaklands,Newark City,136,True,20100,80400,Residential,1969,5.0,3.0,Yes,Yes,2100.0,0.0,No,Yes,No,1969.0,FeeSimple,Detached,2100.0,"Main,Upper1",More than 2 months
DENC523642,4.0,315000.0,4,2021,19711,Red Clay Consolidated,2045,0.15,Meadowood,Mill Creek Hundred,520,True,11100,50900,Residential,1999,3.0,3.0,Yes,No,1800.0,0.0,No,Yes,Yes,1999.0,FeeSimple,Detached,1800.0,"Main,Upper1",Less than 2 months
DENC499454,30.0,425000.0,4,2020,19711,Christina,3076,0.26,Newark Oaks,Newark City,274,True,17100,53600,Residential,1928,4.0,2.0,Yes,Yes,1675.0,0.0,No,Yes,Yes,1928.0,FeeSimple,Detached,1675.0,"Main,Upper1",Less than 2 months
DENC519896,10.0,359900.0,1,2021,19711,Christina,3072,0.22,Nottingham Green,Newark City,187,True,16300,54300,Residential,1963,4.0,2.0,Yes,Yes,1875.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1875.0,"Lower1,Main,Upper1",Less than 2 months
DENC512404,9.0,349900.0,11,2020,19711,Christina,4277,0.36,Country Hills,Newark City,36,True,15500,82800,Residential,1989,4.0,3.0,Yes,Yes,2225.0,0.0,No,Yes,Yes,1989.0,FeeSimple,Detached,2225.0,"Main,Upper1",Less than 2 months
