MLSNumber,Days_on_Market,Orig_List_Price,Month,Year,Zip_Code,SchoolDistrict,AnnualTax,LotAcres,SubdivisionNeighborhood,Municipality,Lot,OwnerOccupied,TotalLandAsmt,TotalBldgAsmt,PropertyClass,YearBuilt,Bedrooms,Baths,Basement_YN,Garage_YN,AboveGradeSqFt,BelowGradeSqFt,Condo/Coop_Assoc_YN,Central_Air_YN,HOA_YN,Age,Ownership,Structure_Type,InteriorSqFt,NumberofStories,DaysOnMarket_Buckets
DENC523036,6.0,349900.0,3,2021,19803,Brandywine,2285,0.14,Fairfax,Brandywine Hundred,303,True,12700,51900,Residential,1951,3.0,2.0,Yes,No,1725.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,1725.0,"Main,Upper1",Less than 2 months
DENC520246,5.0,350000.0,1,2021,19803,Brandywine,2147,0.25,Northwood,Brandywine Hundred,175,True,12700,48000,Residential,1956,3.0,2.0,Yes,Yes,2000.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,2000.0,"Lower1,Main",Less than 2 months
DENC523060,6.0,359900.0,3,2021,19803,Brandywine,2130,0.14,Fairfax,Brandywine Hundred,321,True,12700,47500,Residential,1952,4.0,2.0,Yes,Yes,1675.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,1675.0,"Main,Upper1",Less than 2 months
DENC520902,17.0,399000.0,2,2021,19803,Brandywine,2215,0.28,Graylyn Crest,Brandywine Hundred,151,True,14100,48500,Residential,1957,3.0,3.0,Yes,Yes,1500.0,598.0,No,Yes,No,1957.0,FeeSimple,Detached,2098.0,Main,Less than 2 months
DENC506040,4.0,345999.0,7,2020,19803,Brandywine,2681,0.29,Green Acres,Brandywine Hundred,354,True,14200,61600,Residential,1958,4.0,3.0,Yes,Yes,2525.0,690.0,No,Yes,No,1958.0,FeeSimple,Detached,3215.0,"Lower1,Lower2,Main,Upper1",Less than 2 months
DENC503004,5.0,369900.0,6,2020,19803,Brandywine,2568,0.21,Graylyn Crest,Brandywine Hundred,200,True,14200,58400,Residential,1955,4.0,3.0,Yes,Yes,2075.0,972.0,No,Yes,No,1955.0,FeeSimple,Detached,3047.0,"Lower1,Main,Upper1",Less than 2 months
DENC499214,91.0,429000.0,4,2020,19803,Brandywine,2345,0.39,McDaniel Crest,Brandywine Hundred,194,True,13300,53000,Residential,1955,3.0,2.0,Yes,Yes,1500.0,976.0,No,Yes,No,1955.0,FeeSimple,Detached,2476.0,"Lower1,Main,Upper1",More than 2 months
DENC504726,25.0,399000.0,7,2020,19803,Brandywine,3021,0.29,Carrcroft,Brandywine Hundred,242,True,16000,69400,Residential,1955,3.0,2.0,Yes,Yes,2075.0,0.0,No,Yes,No,1955.0,FeeSimple,Detached,2075.0,Main,Less than 2 months
DENC519262,10.0,379999.0,1,2021,19803,Brandywine,2639,0.19,Green Acres,Brandywine Hundred,276,True,13400,61200,Residential,1958,4.0,3.0,Yes,Yes,2175.0,690.0,No,Yes,Yes,1958.0,FeeSimple,Detached,2865.0,"Lower1,Main,Upper1",Less than 2 months
DENC512906,6.0,385000.0,11,2020,19803,Brandywine,2282,0.14,Fairfax,Brandywine Hundred,326,True,12700,51800,Residential,1952,4.0,3.0,Yes,Yes,2825.0,579.0,No,Yes,Yes,1952.0,FeeSimple,Detached,3404.0,"Lower1,Main,Upper1",Less than 2 months
DENC510978,21.0,390000.0,10,2020,19803,Brandywine,3131,0.46,Carrcroft Crest,Brandywine Hundred,31,True,14000,74500,Residential,1958,4.0,3.0,Yes,No,3050.0,1038.0,No,Yes,No,1958.0,FeeSimple,Detached,4088.0,"Lower1,Lower2,Lower3,Main",Less than 2 months
DENC505292,6.0,374900.0,7,2020,19803,Brandywine,3021,0.23,Carrcroft,Brandywine Hundred,248,True,14000,71400,Residential,1977,4.0,3.0,Yes,Yes,2450.0,1014.0,No,Yes,No,1977.0,FeeSimple,Detached,3464.0,"Lower1,Main",Less than 2 months
DENC508070,7.0,365000.0,8,2020,19803,Brandywine,4394,0.28,Webster Farm,Brandywine Hundred,419,True,28300,95900,Residential,1961,4.0,3.0,Yes,Yes,2225.0,0.0,No,Yes,No,1961.0,FeeSimple,Detached,2225.0,"Main,Upper1",Less than 2 months
DENC509512,47.0,409900.0,9,2020,19803,Brandywine,2593,0.35,McDaniel Crest,Brandywine Hundred,379,True,12900,60400,Residential,1967,4.0,3.0,Yes,Yes,2450.0,1323.0,No,Yes,No,1967.0,FeeSimple,Detached,3773.0,"Lower1,Main,Upper1",Less than 2 months
DENC497568,11.0,374900.0,3,2020,19803,Brandywine,4128,0.48,Twin Oaks,Brandywine Hundred,426,True,27300,89400,Residential,1965,3.0,2.0,Yes,Yes,1850.0,0.0,No,Yes,No,1965.0,FeeSimple,Detached,1850.0,"Lower1,Main",Less than 2 months
DENC508714,6.0,359900.0,9,2020,19803,Brandywine,2402,0.18,Graylyn Crest,Brandywine Hundred,203,True,13900,54000,Residential,1955,4.0,3.0,No,Yes,2075.0,972.0,No,Yes,Yes,1955.0,FeeSimple,Detached,3047.0,"Lower1,Main,Upper1",Less than 2 months
DENC505106,4.0,379900.0,7,2020,19803,Brandywine,4114,0.44,Webster Farm,Brandywine Hundred,24,True,31100,85200,Residential,1956,2.0,2.0,Yes,Yes,1928.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,1928.0,Main,Less than 2 months
DENC523988,5.0,365000.0,4,2021,19803,Brandywine,2342,0.23,Oak Lane Manor,Brandywine Hundred,255,True,12000,54200,Residential,1955,4.0,3.0,Yes,Yes,1975.0,1062.0,No,Yes,No,1955.0,FeeSimple,Detached,3037.0,"Lower1,Main,Upper1",Less than 2 months
DENC521720,6.0,399900.0,3,2021,19803,Brandywine,3396,0.29,Liftwood Estates,Brandywine Hundred,176,True,17800,78200,Residential,1963,3.0,2.0,Yes,Yes,1550.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,1550.0,Main,Less than 2 months
DENC508178,3.0,399900.0,9,2020,19803,Brandywine,2646,0.19,Graylyn Crest,Brandywine Hundred,285,False,13400,61400,Residential,1955,4.0,3.0,Yes,No,2400.0,598.0,No,Yes,No,1955.0,FeeSimple,Detached,2998.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC517932,4.0,360000.0,12,2020,19803,Brandywine,2604,0.41,Shipley Heights,Brandywine Hundred,145,True,25500,48100,Residential,1956,3.0,2.0,No,Yes,1760.0,0.0,No,Yes,Yes,1956.0,FeeSimple,Detached,1760.0,Main,Less than 2 months
DENC512550,6.0,399000.0,11,2020,19803,Brandywine,1910,0.31,Mc Daniel Heights,Brandywine Hundred,192,True,12600,91400,Commercial,nan,5.0,3.0,Yes,No,2257.0,0.0,No,Yes,No,1956.0,FeeSimple,Detached,2257.0,Main,Less than 2 months
DENC519326,11.0,415000.0,1,2021,19803,Brandywine,2434,0.24,Graylyn Crest,Brandywine Hundred,189,True,14400,54400,Residential,1958,4.0,3.0,Yes,Yes,1700.0,932.0,No,Yes,Yes,1958.0,FeeSimple,Detached,2632.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC517162,3.0,395000.0,11,2020,19803,Brandywine,2621,0.2,Fairfax,Brandywine Hundred,41,True,13400,60700,Residential,1956,5.0,3.0,Yes,Yes,1950.0,0.0,No,Yes,Yes,1956.0,FeeSimple,Detached,1950.0,"Lower1,Main,Upper1",Less than 2 months
DENC511676,11.0,389000.0,10,2020,19803,Brandywine,3191,0.26,Normandy Manor,Brandywine Hundred,131,True,16400,73800,Residential,1947,4.0,4.0,Yes,Yes,2300.0,0.0,No,Yes,Yes,1947.0,FeeSimple,Detached,2300.0,"Main,Upper1,Upper2",Less than 2 months
DENC510842,31.0,399900.0,10,2020,19803,Brandywine,4019,0.28,Deerhurst,Brandywine Hundred,386,True,12800,100800,Residential,1950,3.0,3.0,Yes,Yes,2325.0,0.0,No,Yes,No,1950.0,FeeSimple,Detached,2325.0,"Main,Upper1",Less than 2 months
DENC507408,7.0,359900.0,8,2020,19803,Brandywine,2600,0.23,Graylyn Crest,Brandywine Hundred,129,True,13700,59800,Residential,1959,3.0,3.0,Yes,Yes,1971.0,972.0,No,Yes,No,1959.0,FeeSimple,Detached,2943.0,"Lower1,Main,Upper1",Less than 2 months
DENC517166,6.0,404900.0,11,2020,19803,Brandywine,4231,0.25,Sharpley,Brandywine Hundred,20,True,19100,100500,Residential,1969,3.0,3.0,Yes,Yes,2250.0,0.0,No,Yes,No,1969.0,FeeSimple,Detached,2250.0,"Lower1,Main",Less than 2 months
DENC523048,7.0,389999.0,3,2021,19803,Brandywine,2349,0.24,Graylyn Crest,Brandywine Hundred,36,True,13800,52600,Residential,1958,3.0,3.0,Yes,No,1800.0,972.0,No,Yes,No,1958.0,FeeSimple,Detached,2772.0,"Lower1,Lower2,Main,Upper1",Less than 2 months
DENC522610,1.0,399900.0,3,2021,19803,Brandywine,2296,0.23,Fairfax,Brandywine Hundred,619,True,13700,51200,Residential,1955,3.0,3.0,Yes,No,2250.0,810.0,No,Yes,No,1955.0,FeeSimple,Detached,3060.0,"Lower1,Main,Upper1",Less than 2 months
DENC512532,7.0,399900.0,11,2020,19803,Brandywine,2494,0.18,Blue Rock Manor,Brandywine Hundred,5,True,11600,58900,Residential,1956,4.0,3.0,Yes,Yes,2350.0,0.0,No,Yes,Yes,1956.0,FeeSimple,Detached,2350.0,"Main,Upper1",Less than 2 months
DENC500676,52.0,459000.0,5,2020,19803,Brandywine,4885,0.41,Surrey Park,Brandywine Hundred,6,True,26800,111300,Residential,1970,3.0,3.0,Yes,Yes,2700.0,0.0,No,Yes,Yes,1970.0,FeeSimple,Detached,2700.0,"Main,Upper1",Less than 2 months
DENC503304,3.0,400000.0,6,2020,19803,Brandywine,3184,0.29,Carrcroft Crest,Brandywine Hundred,90,True,14200,75800,Residential,1953,3.0,3.0,Yes,Yes,2138.0,0.0,No,Yes,Yes,1953.0,FeeSimple,Detached,2138.0,"Main,Upper1",Less than 2 months
DENC500208,8.0,409900.0,5,2020,19803,Brandywine,3212,0.53,Liftwood Estates,Brandywine Hundred,55,True,20400,70400,Residential,1960,3.0,2.0,Yes,Yes,1668.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,1668.0,"Lower1,Main",Less than 2 months
DENC506288,5.0,425000.0,8,2020,19803,Brandywine,3771,0.65,Normandy Manor,Brandywine Hundred,122,True,20500,86100,Residential,1956,3.0,0.0,Yes,Yes,2525.0,460.0,No,Yes,No,1956.0,FeeSimple,Detached,2985.0,Main,Less than 2 months
DENC508892,8.0,399900.0,9,2020,19803,Brandywine,2897,0.29,Carrcroft Crest,Brandywine Hundred,100,True,14200,67700,Residential,1954,4.0,3.0,Yes,Yes,2125.0,0.0,No,Yes,No,1954.0,FeeSimple,Detached,2125.0,"Main,Upper1",Less than 2 months
DENC517500,6.0,415000.0,12,2020,19803,Brandywine,3159,0.29,Carrcroft Crest,Brandywine Hundred,191,True,14200,75100,Residential,1958,4.0,3.0,Yes,Yes,2175.0,708.0,No,Yes,Yes,1958.0,FeeSimple,Detached,2883.0,"Lower1,Lower2,Main,Upper1",Less than 2 months
DENC502494,4.0,415000.0,7,2020,19803,Brandywine,3438,0.28,Liftwood,Brandywine Hundred,141,True,16000,81200,Residential,1944,4.0,4.0,Yes,Yes,2700.0,0.0,No,Yes,No,1944.0,FeeSimple,Detached,2700.0,"Main,Upper1",Less than 2 months
DENC520766,5.0,425000.0,2,2021,19803,Brandywine,3255,0.29,Carrcroft,Brandywine Hundred,183,False,16000,76000,Residential,1957,3.0,2.0,Yes,Yes,2325.0,772.0,No,Yes,No,1957.0,FeeSimple,Detached,3097.0,"Lower1,Main",Less than 2 months
DENC506904,69.0,459900.0,8,2020,19803,Brandywine,4868,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0346,True,22000,115600,Residential,2007,3.0,4.0,Yes,Yes,3300.0,1027.0,Yes,Yes,No,2007.0,FeeSimple,Interior Row/Townhouse,4327.0,"Lower1,Main,Upper1",More than 2 months
DENC519430,4.0,389900.0,1,2021,19803,Brandywine,3594,0.37,Boulder Brook,Brandywine Hundred,182,True,17000,84600,Residential,1949,3.0,3.0,Yes,Yes,2493.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,2493.0,"Lower1,Main,Upper1",Less than 2 months
DENC503342,3.0,425000.0,6,2020,19803,Brandywine,4150,0.38,Talley Hill,Brandywine Hundred,103,True,21600,95700,Residential,1974,4.0,3.0,Yes,Yes,2900.0,0.0,No,Yes,No,1974.0,FeeSimple,Detached,2900.0,"Main,Upper1",Less than 2 months
DENC510760,7.0,429000.0,10,2020,19803,Brandywine,2607,0.22,McDaniel Crest,Brandywine Hundred,409,True,12500,61200,Residential,1958,5.0,3.0,Yes,Yes,2500.0,1053.0,No,Yes,No,1958.0,FeeSimple,Detached,3553.0,Main,Less than 2 months
DENC500334,6.0,439000.0,4,2020,19803,Brandywine,3541,0.37,Rockwood Hills,Brandywine Hundred,11,True,26500,73600,Residential,1959,4.0,2.0,Yes,Yes,2300.0,0.0,No,Yes,Yes,1959.0,FeeSimple,Detached,2300.0,"Main,Upper1",Less than 2 months
DENC507602,4.0,430000.0,8,2020,19803,Brandywine,4150,0.34,Weldin Park,Brandywine Hundred,45,False,22700,94600,Residential,1978,4.0,3.0,Yes,No,2450.0,450.0,No,Yes,No,1978.0,FeeSimple,Detached,2900.0,"Main,Upper1",Less than 2 months
DENC518168,15.0,435000.0,12,2020,19803,Brandywine,6371,0.29,Tavistock,Brandywine Hundred,194,False,28200,151900,Residential,1974,4.0,4.0,Yes,Yes,3100.0,0.0,No,Yes,No,1974.0,FeeSimple,Detached,3100.0,"Main,Upper1",Less than 2 months
DENC521790,23.0,489900.0,3,2021,19803,Brandywine,3230,0.29,Carrcroft Crest,Brandywine Hundred,230,True,14900,76400,Residential,1958,4.0,3.0,Yes,Yes,2800.0,813.0,No,Yes,Yes,1958.0,FeeSimple,Detached,3613.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC518510,1.0,438750.0,12,2020,19803,Brandywine,4585,0.64,Pembrey,Brandywine Hundred,127,False,24400,105200,Residential,1962,4.0,4.0,Yes,Yes,2475.0,0.0,No,Yes,No,1962.0,FeeSimple,Detached,2475.0,"Main,Upper1",Less than 2 months
DENC505556,6.0,449900.0,7,2020,19803,Brandywine,4889,0.52,Liftwood Estates,Brandywine Hundred,140,True,18700,119500,Residential,1941,4.0,3.0,Yes,Yes,2900.0,0.0,No,Yes,No,1941.0,FeeSimple,Detached,2900.0,"Main,Upper1",Less than 2 months
DENC521738,6.0,440000.0,3,2021,19803,Brandywine,2731,0.28,Liftwood,Brandywine Hundred,144,True,16000,61200,Residential,1960,4.0,2.0,Yes,No,2125.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,2125.0,Main,Less than 2 months
DENC509586,5.0,440000.0,9,2020,19803,Brandywine,3644,0.65,Chatham,Brandywine Hundred,73,True,22500,80500,Residential,1960,4.0,3.0,Yes,Yes,2818.0,0.0,No,Yes,No,1960.0,FeeSimple,Detached,2818.0,Main,Less than 2 months
DENC508210,57.0,489900.0,8,2020,19803,Brandywine,4846,0.33,Surrey Park,Brandywine Hundred,328,True,27200,109800,Residential,1968,5.0,3.0,Yes,No,2825.0,0.0,No,Yes,No,1968.0,FeeSimple,Detached,2825.0,"Main,Upper1",Less than 2 months
DENC504642,12.0,454500.0,7,2020,19803,Brandywine,3477,0.38,Carrcroft Crest,Brandywine Hundred,72,True,14700,83600,Residential,1958,4.0,3.0,Yes,Yes,2400.0,0.0,No,Yes,No,1958.0,FeeSimple,Detached,2400.0,"Main,Upper1",Less than 2 months
DENC498804,3.0,449900.0,4,2020,19803,Brandywine,4061,0.28,Briarwood,Brandywine Hundred,170,True,20400,94400,Residential,1966,4.0,3.0,Yes,Yes,2425.0,0.0,No,Yes,Yes,1966.0,FeeSimple,Detached,2425.0,"Main,Upper1",Less than 2 months
DENC517930,48.0,485000.0,12,2020,19803,Brandywine,3318,0.32,Carrcroft Crest,Brandywine Hundred,45,True,13200,80600,Residential,1949,4.0,3.0,Yes,No,3432.0,0.0,No,Yes,No,1949.0,FeeSimple,Detached,3432.0,"Main,Upper1",Less than 2 months
DENC511230,6.0,449900.0,10,2020,19803,Brandywine,4287,0.29,Webster Farm,Brandywine Hundred,185,True,28500,92700,Residential,1963,4.0,2.0,Yes,Yes,2350.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,2350.0,"Main,Upper1,Upper2",Less than 2 months
DENC527008,0.0,450000.0,4,2021,19803,Brandywine,3124,0.14,Fairfax,Brandywine Hundred,156,True,12700,75600,Residential,1951,4.0,3.0,Yes,Yes,2400.0,0.0,No,Yes,No,1951.0,FeeSimple,Detached,2400.0,"Lower1,Main,Upper1",Less than 2 months
DENC512752,15.0,449500.0,11,2020,19803,Brandywine,4125,0.36,Talley Hill,Brandywine Hundred,99,True,21500,95100,Residential,1974,4.0,3.0,Yes,Yes,2875.0,0.0,No,Yes,No,1974.0,FeeSimple,Detached,2875.0,"Main,Upper1",Less than 2 months
DENC506520,7.0,449900.0,8,2020,19803,Brandywine,3569,0.33,Heatherbrooke,Brandywine Hundred,214,True,22200,78700,Residential,1969,4.0,3.0,Yes,Yes,2550.0,1016.0,No,Yes,Yes,1969.0,FeeSimple,Detached,3566.0,Main,Less than 2 months
DENC497272,52.0,497500.0,3,2020,19803,Brandywine,5862,0.28,Augustine Ridge,Brandywine Hundred,101,False,28300,137400,Residential,1988,3.0,3.0,Yes,Yes,2775.0,1012.0,No,Yes,Yes,1988.0,FeeSimple,Twin/Semi-Detached,3787.0,"Lower1,Main",Less than 2 months
DENC501848,5.0,445000.0,5,2020,19803,Brandywine,3403,0.26,Sharpley,Brandywine Hundred,65,True,19200,77000,Residential,1960,3.0,2.0,Yes,Yes,1894.0,672.0,No,Yes,Yes,1960.0,FeeSimple,Detached,2566.0,Main,Less than 2 months
DENC511324,5.0,425000.0,10,2020,19803,Brandywine,4991,0.38,Surrey Park,Brandywine Hundred,106,True,25200,115900,Residential,1965,4.0,3.0,Yes,Yes,3025.0,0.0,No,Yes,No,1965.0,FeeSimple,Detached,3025.0,"Main,Upper1",Less than 2 months
DENC510128,4.0,439900.0,10,2020,19803,Brandywine,3651,0.36,Carrcroft,Brandywine Hundred,244,False,16700,86500,Residential,1953,4.0,3.0,Yes,Yes,2175.0,1734.0,No,Yes,No,1953.0,FeeSimple,Detached,3909.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC502678,4.0,445000.0,6,2020,19803,Brandywine,4029,0.37,Talley Hill,Brandywine Hundred,104,True,21500,92400,Residential,1974,4.0,3.0,Yes,Yes,2900.0,0.0,No,Yes,Yes,1974.0,FeeSimple,Detached,2900.0,"Lower1,Main,Upper1",Less than 2 months
DENC494524,75.0,484900.0,2,2020,19803,Brandywine,3983,0.35,Heatherbrooke,Brandywine Hundred,27,True,22500,90100,Residential,1961,4.0,3.0,Yes,Yes,2900.0,610.0,No,Yes,No,1961.0,FeeSimple,Detached,3510.0,"Main,Upper1",More than 2 months
DENC520554,4.0,429900.0,2,2021,19803,Brandywine,3849,0.28,Liftwood Estates,Brandywine Hundred,159,True,17700,91100,Residential,1960,4.0,3.0,Yes,Yes,2300.0,0.0,No,Yes,Yes,1960.0,FeeSimple,Detached,2300.0,"Main,Upper1",Less than 2 months
DENC508222,1.0,459900.0,8,2020,19803,Brandywine,4581,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0310,True,22000,107500,Residential,2012,3.0,3.0,Yes,Yes,2375.0,0.0,No,Yes,No,2012.0,FeeSimple,Interior Row/Townhouse,2375.0,"Main,Upper1",Less than 2 months
DENC521716,6.0,475000.0,3,2021,19803,Brandywine,3612,0.3,Liftwood Estates,Brandywine Hundred,33,True,17900,84200,Residential,1963,4.0,3.0,Yes,Yes,2850.0,0.0,No,Yes,No,1963.0,FeeSimple,Detached,2850.0,"Main,Upper1",Less than 2 months
DENC520532,3.0,450000.0,2,2021,19803,Brandywine,5267,0.35,Surrey Park,Brandywine Hundred,324,True,27600,121300,Residential,1968,4.0,3.0,Yes,Yes,3200.0,0.0,No,Yes,No,1968.0,FeeSimple,Detached,3200.0,"Main,Upper1",Less than 2 months
DENC506320,2.0,460000.0,8,2020,19803,Brandywine,4206,0.38,Rockwood Hills,Brandywine Hundred,69,True,26500,92400,Residential,1958,4.0,3.0,Yes,Yes,2450.0,0.0,No,Yes,Yes,1958.0,FeeSimple,Detached,2450.0,"Main,Upper1",Less than 2 months
DENC508416,11.0,460000.0,9,2020,19803,Brandywine,4111,0.0,Village Of Rocky R,Brandywine Hundred,001.C.0085,True,21400,94800,Residential,2002,2.0,3.0,Yes,Yes,2525.0,0.0,Yes,Yes,No,2002.0,Condominium,End of Row/Townhouse,2525.0,"Main,Upper1",Less than 2 months
DENC509976,15.0,469900.0,9,2020,19803,Brandywine,5023,0.67,Delwynn,Brandywine Hundred,236,True,24600,117400,Residential,1966,4.0,3.0,Yes,Yes,2675.0,0.0,No,Yes,No,1966.0,FeeSimple,Detached,2675.0,"Lower1,Main,Upper1",Less than 2 months
DENC505188,1.0,449000.0,7,2020,19803,Brandywine,3272,0.32,Normandy Manor,Brandywine Hundred,136,True,18300,74200,Residential,1948,3.0,3.0,Yes,Yes,2475.0,618.0,No,Yes,No,1948.0,FeeSimple,Detached,3093.0,"Main,Upper1",Less than 2 months
DENC504316,4.0,445000.0,7,2020,19803,Brandywine,4553,0.26,Webster Farm,Brandywine Hundred,398,True,27900,100800,Residential,1967,4.0,3.0,Yes,Yes,2550.0,0.0,No,Yes,Yes,1967.0,FeeSimple,Detached,2550.0,"Lower1,Main,Upper1",Less than 2 months
DENC498482,79.0,519900.0,3,2020,19803,Brandywine,4571,0.31,Sharpley,Brandywine Hundred,45,True,19800,109400,Residential,1969,5.0,4.0,Yes,Yes,2975.0,0.0,No,Yes,Yes,1969.0,FeeSimple,Detached,2975.0,"Main,Upper1",More than 2 months
DENC507724,37.0,498000.0,8,2020,19803,Brandywine,4535,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0180,True,22000,106200,Residential,2011,3.0,3.0,Yes,Yes,3000.0,0.0,Yes,Yes,No,2011.0,Condominium,End of Row/Townhouse,3000.0,"Lower1,Main,Upper1",Less than 2 months
DENC505100,37.0,490000.0,7,2020,19803,Brandywine,4811,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0264,True,22000,114000,Residential,2015,3.0,3.0,Yes,Yes,2300.0,0.0,Yes,Yes,Yes,2015.0,Condominium,Interior Row/Townhouse,2300.0,"Lower1,Main,Upper1",Less than 2 months
DENC508590,43.0,495000.0,9,2020,19803,Brandywine,3725,0.23,Deerhurst,Brandywine Hundred,16,True,13700,91600,Residential,1949,4.0,3.0,Yes,Yes,2775.0,0.0,No,Yes,Yes,1949.0,FeeSimple,Detached,2775.0,"Lower1,Main,Upper1",Less than 2 months
DENC508358,7.0,475000.0,9,2020,19803,Brandywine,4093,0.36,Talley Hill,Brandywine Hundred,120,True,22600,93100,Residential,1977,4.0,3.0,Yes,Yes,2900.0,0.0,No,Yes,No,1977.0,FeeSimple,Detached,2900.0,"Lower1,Main,Upper1",Less than 2 months
DENC506722,3.0,464900.0,8,2020,19803,Brandywine,3424,0.49,Rockwood Hills,Brandywine Hundred,23,True,27400,69400,Residential,1963,4.0,3.0,Yes,Yes,2400.0,300.0,No,Yes,No,1963.0,FeeSimple,Detached,2700.0,"Lower1,Main,Upper1",Less than 2 months
DENC505922,4.0,465000.0,7,2020,19803,Brandywine,3095,0.49,Windsor Hills,Brandywine Hundred,65,True,19600,67900,Residential,1954,3.0,3.0,Yes,Yes,2100.0,0.0,No,Yes,Yes,1954.0,FeeSimple,Detached,2100.0,"Lower1,Main,Upper1",Less than 2 months
DENC513234,17.0,479900.0,11,2020,19803,Brandywine,4319,0.0,Village Of Rocky R,Brandywine Hundred,001.C.0022,True,21400,100700,Residential,2001,3.0,4.0,Yes,Yes,2525.0,725.0,Yes,Yes,No,2001.0,FeeSimple,Twin/Semi-Detached,3250.0,"Lower1,Main,Upper1",Less than 2 months
DENC521308,1.0,480000.0,2,2021,19803,Brandywine,4457,0.36,Weldin Park,Brandywine Hundred,138,True,22600,103400,Residential,1977,4.0,3.0,Yes,Yes,2450.0,0.0,No,Yes,Yes,1977.0,FeeSimple,Detached,2450.0,"Main,Upper1",Less than 2 months
DENC523086,5.0,449000.0,3,2021,19803,Brandywine,3095,0.41,Penarth,Brandywine Hundred,172,True,26800,60700,Residential,1960,3.0,3.0,Yes,Yes,0.0,0.0,No,Yes,Yes,1960.0,FeeSimple,Detached,0.0,"Main,Upper1",Less than 2 months
DENC505140,3.0,489900.0,7,2020,19803,Brandywine,5886,0.46,Surrey Park,Brandywine Hundred,4,True,27200,139200,Residential,1969,5.0,3.0,Yes,Yes,2390.0,1195.0,No,Yes,Yes,1969.0,FeeSimple,Detached,3585.0,"Lower1,Main",Less than 2 months
DENC500744,107.0,535000.0,5,2020,19803,Brandywine,4433,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0152,True,22000,103300,Residential,2013,3.0,4.0,Yes,Yes,2775.0,0.0,No,Yes,Yes,2013.0,FeeSimple,End of Row/Townhouse,2775.0,"Lower1,Main,Upper1",More than 2 months
DENC503814,4.0,495000.0,6,2020,19803,Brandywine,4422,0.44,Deerhurst,Brandywine Hundred,337,True,1500,123500,Commercial,nan,4.0,4.0,Yes,Yes,0.0,0.0,No,Yes,Yes,1948.0,FeeSimple,Detached,0.0,"Lower1,Main,Upper1",Less than 2 months
DENC500614,99.0,519900.0,5,2020,19803,Brandywine,4747,0.26,Sharpley,Brandywine Hundred,181,True,19200,115000,Residential,1966,4.0,3.0,Yes,Yes,2975.0,500.0,No,Yes,Yes,1966.0,FeeSimple,Detached,3475.0,"Lower1,Main,Upper1",More than 2 months
DENC509534,10.0,499000.0,10,2020,19803,Brandywine,6654,0.77,Liftwood,Brandywine Hundred,116,False,21400,166700,Residential,1920,8.0,5.0,Yes,Yes,6425.0,2182.0,No,Yes,No,1920.0,FeeSimple,Detached,8607.0,"Lower1,Main,Upper1,Upper2",Less than 2 months
DENC508668,21.0,530000.0,9,2020,19803,Brandywine,5565,0.29,Tavistock,Brandywine Hundred,29,True,28200,129100,Residential,1974,4.0,3.0,Yes,Yes,2675.0,0.0,No,Yes,No,1974.0,FeeSimple,Detached,2675.0,"Lower1,Main,Upper1",Less than 2 months
DENC507374,54.0,529900.0,8,2020,19803,Brandywine,5448,0.29,Alapocas,Brandywine Hundred,85,False,27800,126200,Residential,1954,3.0,4.0,Yes,Yes,2950.0,0.0,No,Yes,Yes,1954.0,FeeSimple,Detached,2950.0,"Main,Upper1",Less than 2 months
DENC509386,96.0,550000.0,9,2020,19803,Brandywine,4974,0.39,Tavistock,Brandywine Hundred,21,True,29500,111100,Residential,1971,4.0,3.0,Yes,Yes,3100.0,0.0,No,Yes,Yes,1971.0,FeeSimple,Detached,3100.0,Main,More than 2 months
DENC510642,10.0,514900.0,10,2020,19803,Brandywine,4574,0.0,Village Of Brandywine,Brandywine Hundred,004.C.0511,True,22000,107300,Residential,2014,3.0,3.0,Yes,Yes,3250.0,0.0,No,Yes,No,2015.0,Condominium,End of Row/Townhouse,3250.0,"Lower1,Main,Upper1",Less than 2 months
DENC503114,12.0,525000.0,6,2020,19803,Brandywine,5593,0.39,Sharpley,Brandywine Hundred,158,True,20800,137300,Residential,1963,4.0,3.0,Yes,Yes,2775.0,720.0,No,Yes,Yes,1963.0,FeeSimple,Detached,3495.0,"Lower1,Main,Upper1",Less than 2 months
